"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"10-Mar-2023","EQ","2,341.50","2,344.00","2,315.05","2,359.25","2,326.00","2,322.70","2,324.06","2,856.15","2,180.00","61,53,681","14,30,15,40,668.50","2,57,596"
"09-Mar-2023","EQ","2,416.00","2,416.90","2,355.10","2,417.35","2,360.00","2,359.25","2,377.08","2,856.15","2,180.00","74,92,509","17,81,03,28,720.90","2,32,305"
"08-Mar-2023","EQ","2,408.70","2,419.00","2,385.00","2,408.70","2,416.50","2,417.35","2,407.08","2,856.15","2,180.00","72,83,694","17,53,24,25,276.00","1,82,199"
"06-Mar-2023","EQ","2,400.00","2,424.60","2,400.00","2,385.40","2,409.70","2,408.70","2,412.27","2,856.15","2,180.00","46,94,338","11,32,40,34,037.10","1,55,650"
"03-Mar-2023","EQ","2,349.15","2,393.45","2,341.55","2,326.05","2,382.00","2,385.40","2,366.67","2,856.15","2,180.00","67,58,115","15,99,42,00,481.70","1,97,227"
"02-Mar-2023","EQ","2,337.00","2,351.65","2,321.60","2,343.90","2,329.40","2,326.05","2,333.58","2,856.15","2,180.00","43,07,425","10,05,17,32,048.90","1,88,182"
"01-Mar-2023","EQ","2,344.00","2,345.50","2,323.25","2,322.55","2,345.40","2,343.90","2,336.64","2,856.15","2,180.00","53,30,852","12,45,62,84,409.25","2,30,019"
"28-Feb-2023","EQ","2,356.10","2,367.00","2,313.65","2,367.85","2,319.95","2,322.55","2,333.98","2,856.15","2,180.00","1,01,50,245","23,69,04,36,663.80","3,13,946"
"27-Feb-2023","EQ","2,382.00","2,389.65","2,351.70","2,383.70","2,365.05","2,367.85","2,366.20","2,856.15","2,180.00","51,68,667","12,23,00,93,429.05","1,93,653"
"24-Feb-2023","EQ","2,372.00","2,396.15","2,368.00","2,367.50","2,387.90","2,383.70","2,381.54","2,856.15","2,180.00","43,53,814","10,36,87,96,539.40","1,57,064"
"23-Feb-2023","EQ","2,378.00","2,394.75","2,361.35","2,378.90","2,366.50","2,367.50","2,377.10","2,856.15","2,180.00","45,46,655","10,80,78,33,963.95","1,76,202"
"22-Feb-2023","EQ","2,425.95","2,430.00","2,375.05","2,434.10","2,377.00","2,378.90","2,395.74","2,856.15","2,180.00","50,87,729","12,18,88,88,236.70","2,04,778"
"21-Feb-2023","EQ","2,424.00","2,446.80","2,412.35","2,414.40","2,435.20","2,434.10","2,428.09","2,856.15","2,180.00","61,43,298","14,91,64,58,652.90","1,90,616"
"20-Feb-2023","EQ","2,445.00","2,449.75","2,410.10","2,440.20","2,414.70","2,414.40","2,429.58","2,856.15","2,180.00","40,78,245","9,90,84,16,474.30","1,69,244"
"17-Feb-2023","EQ","2,420.00","2,447.50","2,410.60","2,430.05","2,438.00","2,440.20","2,433.17","2,856.15","2,180.00","54,50,092","13,26,09,80,980.85","1,72,321"
"16-Feb-2023","EQ","2,449.45","2,463.80","2,425.05","2,431.95","2,427.50","2,430.05","2,445.33","2,856.15","2,180.00","79,67,558","19,48,33,14,957.80","3,20,609"
"15-Feb-2023","EQ","2,376.00","2,437.20","2,373.00","2,378.10","2,435.05","2,431.95","2,417.55","2,856.15","2,180.00","1,54,61,902","37,37,99,21,255.85","3,38,567"
"14-Feb-2023","EQ","2,329.95","2,381.90","2,323.65","2,323.35","2,380.00","2,378.10","2,365.58","2,856.15","2,180.00","66,09,564","15,63,54,20,227.95","2,27,277"
"13-Feb-2023","EQ","2,340.20","2,350.00","2,313.55","2,336.65","2,324.60","2,323.35","2,323.49","2,856.15","2,180.00","47,77,674","11,10,08,81,219.90","1,51,763"
"10-Feb-2023","EQ","2,354.90","2,354.90","2,321.30","2,356.05","2,336.50","2,336.65","2,331.77","2,856.15","2,180.00","49,79,789","11,61,17,24,209.05","1,88,258"
"09-Feb-2023","EQ","2,353.45","2,370.85","2,334.00","2,351.95","2,353.60","2,356.05","2,354.91","2,856.15","2,180.00","60,79,228","14,31,60,05,705.25","2,64,097"
"08-Feb-2023","EQ","2,313.00","2,359.90","2,307.00","2,305.90","2,349.65","2,351.95","2,344.97","2,856.15","2,180.00","97,65,490","22,89,98,22,662.10","2,83,018"
"07-Feb-2023","EQ","2,312.00","2,327.40","2,293.00","2,311.45","2,304.30","2,305.90","2,312.27","2,856.15","2,180.00","69,85,001","16,15,12,25,520.20","2,81,342"
"06-Feb-2023","EQ","2,315.00","2,321.00","2,305.80","2,329.00","2,312.90","2,311.45","2,311.92","2,856.15","2,180.00","68,47,679","15,83,13,18,495.45","2,93,805"
"03-Feb-2023","EQ","2,349.00","2,349.00","2,293.00","2,326.95","2,330.00","2,329.00","2,318.88","2,856.15","2,180.00","1,13,98,850","26,43,25,10,094.95","4,06,488"
"02-Feb-2023","EQ","2,318.00","2,348.00","2,311.00","2,339.90","2,325.00","2,326.95","2,324.91","2,856.15","2,180.00","63,05,317","14,65,93,21,464.40","2,75,957"
"01-Feb-2023","EQ","2,379.95","2,379.95","2,305.00","2,353.85","2,340.00","2,339.90","2,351.35","2,856.15","2,180.00","89,29,007","20,99,52,29,704.30","3,12,582"
"31-Jan-2023","EQ","2,382.00","2,387.65","2,341.00","2,359.75","2,356.65","2,353.85","2,354.47","2,856.15","2,180.00","1,04,72,167","24,65,63,84,337.05","3,48,674"
"30-Jan-2023","EQ","2,331.70","2,371.90","2,301.00","2,337.35","2,363.55","2,359.75","2,340.91","2,856.15","2,180.00","1,00,47,822","23,52,10,08,144.60","3,12,077"
"27-Jan-2023","EQ","2,384.40","2,387.35","2,311.65","2,382.55","2,339.00","2,337.35","2,337.64","2,856.15","2,180.00","1,19,20,991","27,86,69,37,052.40","4,56,285"
"25-Jan-2023","EQ","2,412.45","2,414.70","2,380.00","2,415.95","2,384.00","2,382.55","2,392.49","2,856.15","2,180.00","57,15,684","13,67,47,34,133.05","3,34,425"
"24-Jan-2023","EQ","2,440.00","2,443.65","2,387.35","2,430.30","2,413.00","2,415.95","2,414.29","2,856.15","2,180.00","76,09,558","18,37,16,44,661.35","2,32,964"
"23-Jan-2023","EQ","2,449.00","2,466.20","2,425.00","2,442.65","2,428.00","2,430.30","2,440.34","2,856.15","2,180.00","50,55,324","12,33,67,10,126.65","2,18,454"
"20-Jan-2023","EQ","2,475.00","2,475.00","2,437.25","2,472.05","2,443.00","2,442.65","2,452.37","2,856.15","2,180.00","68,90,325","16,89,76,29,055.85","2,29,958"
"19-Jan-2023","EQ","2,472.90","2,481.15","2,456.65","2,474.70","2,469.00","2,472.05","2,472.43","2,856.15","2,180.00","55,10,333","13,62,38,98,939.80","1,53,940"
"18-Jan-2023","EQ","2,473.50","2,491.10","2,460.35","2,478.80","2,474.70","2,474.70","2,476.84","2,856.15","2,180.00","62,06,382","15,37,22,36,749.05","1,85,546"
"17-Jan-2023","EQ","2,458.00","2,483.00","2,450.60","2,444.10","2,478.40","2,478.80","2,466.88","2,856.15","2,180.00","49,61,585","12,23,96,50,262.85","2,05,841"
"16-Jan-2023","EQ","2,472.70","2,479.65","2,427.00","2,467.60","2,444.50","2,444.10","2,445.10","2,856.15","2,180.00","62,87,407","15,37,33,25,638.55","1,74,901"
"13-Jan-2023","EQ","2,458.40","2,472.90","2,434.60","2,471.60","2,467.90","2,467.60","2,454.77","2,856.15","2,180.00","95,15,473","23,35,82,92,572.35","3,28,122"
"12-Jan-2023","EQ","2,524.85","2,532.50","2,465.00","2,526.15","2,475.00","2,471.60","2,487.49","2,856.15","2,180.00","81,63,366","20,30,62,72,476.25","3,40,401"
"11-Jan-2023","EQ","2,552.50","2,558.00","2,521.10","2,558.40","2,525.00","2,526.15","2,533.89","2,856.15","2,180.00","53,11,657","13,45,91,64,952.45","2,08,828"
"10-Jan-2023","EQ","2,606.00","2,606.00","2,546.00","2,596.80","2,561.95","2,558.40","2,568.83","2,856.15","2,180.00","37,13,755","9,53,99,91,868.55","2,34,537"
"09-Jan-2023","EQ","2,545.30","2,602.00","2,543.35","2,536.90","2,594.00","2,596.80","2,582.50","2,856.15","2,180.00","49,48,549","12,77,96,28,419.65","2,54,220"
"06-Jan-2023","EQ","2,526.65","2,547.95","2,518.30","2,514.05","2,537.00","2,536.90","2,534.90","2,856.15","2,180.00","29,30,338","7,42,81,25,091.15","1,57,118"
"05-Jan-2023","EQ","2,523.50","2,536.40","2,504.00","2,518.55","2,521.80","2,514.05","2,516.50","2,856.15","2,180.00","62,93,519","15,83,76,39,744.30","1,97,434"
"04-Jan-2023","EQ","2,557.00","2,561.05","2,514.00","2,557.05","2,516.65","2,518.55","2,529.71","2,856.15","2,180.00","42,75,746","10,81,63,99,502.15","1,82,754"
"03-Jan-2023","EQ","2,565.05","2,573.00","2,547.80","2,575.90","2,555.80","2,557.05","2,558.48","2,856.15","2,180.00","35,34,596","9,04,31,99,290.70","1,35,268"
"02-Jan-2023","EQ","2,550.00","2,579.00","2,548.20","2,547.20","2,577.90","2,575.90","2,564.68","2,856.15","2,180.00","24,53,414","6,29,22,10,762.05","97,175"
"30-Dec-2022","EQ","2,545.10","2,577.00","2,541.10","2,543.30","2,547.00","2,547.20","2,559.73","2,856.15","2,180.00","33,64,092","8,61,11,63,857.75","1,47,642"
"29-Dec-2022","EQ","2,527.00","2,548.90","2,525.50","2,544.45","2,544.95","2,543.30","2,536.86","2,856.15","2,180.00","31,98,493","8,11,41,44,680.25","1,24,496"
"28-Dec-2022","EQ","2,538.00","2,549.80","2,521.50","2,544.70","2,542.00","2,544.45","2,537.68","2,856.15","2,180.00","34,42,509","8,73,59,79,365.75","1,58,888"
"27-Dec-2022","EQ","2,530.00","2,548.80","2,515.25","2,524.05","2,542.70","2,544.70","2,534.62","2,856.15","2,180.00","26,59,749","6,74,14,52,650.05","1,38,609"
"26-Dec-2022","EQ","2,514.75","2,542.00","2,492.40","2,502.20","2,525.00","2,524.05","2,523.81","2,856.15","2,180.00","27,64,496","6,97,70,59,265.30","1,17,927"
"23-Dec-2022","EQ","2,563.30","2,590.50","2,492.25","2,577.80","2,508.50","2,502.20","2,540.02","2,856.15","2,180.00","47,33,657","12,02,35,88,105.45","2,31,798"
"22-Dec-2022","EQ","2,598.00","2,604.65","2,566.75","2,584.50","2,577.00","2,577.80","2,582.55","2,856.15","2,180.00","34,38,692","8,88,05,81,065.90","1,49,770"
"21-Dec-2022","EQ","2,621.00","2,633.00","2,576.10","2,621.80","2,583.20","2,584.50","2,601.19","2,856.15","2,180.00","39,35,463","10,23,68,89,380.75","1,42,775"
"20-Dec-2022","EQ","2,583.90","2,626.00","2,566.00","2,599.30","2,619.95","2,621.80","2,594.80","2,856.15","2,180.00","34,46,291","8,94,24,20,886.85","1,65,894"
"19-Dec-2022","EQ","2,581.00","2,604.00","2,566.70","2,565.60","2,603.00","2,599.30","2,582.95","2,856.15","2,180.00","35,67,363","9,21,43,19,519.75","1,74,281"
"16-Dec-2022","EQ","2,571.00","2,618.80","2,558.15","2,578.35","2,567.90","2,565.60","2,583.46","2,856.15","2,180.00","73,08,934","18,88,23,67,676.10","2,16,883"
"15-Dec-2022","EQ","2,602.50","2,615.00","2,571.00","2,615.50","2,580.00","2,578.35","2,590.74","2,856.15","2,180.00","40,09,765","10,38,82,61,664.65","1,75,220"
"14-Dec-2022","EQ","2,637.65","2,638.95","2,611.00","2,625.00","2,613.50","2,615.50","2,620.85","2,856.15","2,180.00","33,54,618","8,79,19,39,261.60","1,49,123"
"13-Dec-2022","EQ","2,613.10","2,633.00","2,606.70","2,613.10","2,622.00","2,625.00","2,622.04","2,856.15","2,180.00","38,45,839","10,08,39,40,253.45","1,36,575"
"12-Dec-2022","EQ","2,585.50","2,623.00","2,585.00","2,609.10","2,617.00","2,613.10","2,607.23","2,856.15","2,180.00","43,74,946","11,40,65,08,900.60","1,51,760"
"09-Dec-2022","EQ","2,646.00","2,660.00","2,601.85","2,649.25","2,609.50","2,609.10","2,627.54","2,856.15","2,180.00","58,40,633","15,34,64,88,528.00","1,72,574"
"08-Dec-2022","EQ","2,660.00","2,665.00","2,640.10","2,650.50","2,649.00","2,649.25","2,651.78","2,856.15","2,180.00","35,79,858","9,49,29,88,488.55","1,44,130"
"07-Dec-2022","EQ","2,685.00","2,695.00","2,642.15","2,690.20","2,647.00","2,650.50","2,665.31","2,856.15","2,180.00","39,05,263","10,40,87,39,251.40","1,58,784"
"06-Dec-2022","EQ","2,665.10","2,697.00","2,661.00","2,682.45","2,689.45","2,690.20","2,685.66","2,856.15","2,180.00","39,66,243","10,65,19,99,752.80","1,56,158"
"05-Dec-2022","EQ","2,712.00","2,716.75","2,678.00","2,722.15","2,682.00","2,682.45","2,694.53","2,856.15","2,180.00","68,43,367","18,43,96,68,158.05","2,27,194"
"02-Dec-2022","EQ","2,730.00","2,748.00","2,700.60","2,723.30","2,727.00","2,722.15","2,725.02","2,856.15","2,180.00","53,48,595","14,57,50,17,227.75","2,04,222"
"01-Dec-2022","EQ","2,741.80","2,755.00","2,716.00","2,731.35","2,725.25","2,723.30","2,738.93","2,856.15","2,180.00","43,77,696","11,99,02,09,635.60","1,77,158"
"30-Nov-2022","EQ","2,712.50","2,745.45","2,698.20","2,712.20","2,733.05","2,731.35","2,727.09","2,856.15","2,180.00","1,20,75,137","32,92,99,88,867.00","2,76,976"
"29-Nov-2022","EQ","2,703.95","2,731.65","2,694.00","2,707.55","2,708.35","2,712.20","2,713.16","2,856.15","2,180.00","51,03,687","13,84,71,36,356.65","2,17,704"
"28-Nov-2022","EQ","2,608.90","2,721.05","2,502.00","2,617.60","2,706.00","2,707.55","2,686.06","2,856.15","2,180.00","1,45,49,929","39,08,19,53,191.85","3,22,273"
"25-Nov-2022","EQ","2,589.00","2,624.90","2,582.10","2,579.10","2,612.75","2,617.60","2,605.35","2,856.15","2,180.00","33,91,988","8,83,73,31,953.30","1,28,621"
"24-Nov-2022","EQ","2,566.00","2,594.00","2,548.20","2,557.05","2,588.00","2,579.10","2,564.10","2,856.15","2,180.00","43,33,225","11,11,08,42,573.85","1,54,377"
"23-Nov-2022","EQ","2,575.00","2,577.90","2,552.25","2,565.05","2,557.50","2,557.05","2,561.22","2,856.15","2,180.00","29,59,787","7,58,06,60,698.90","1,21,346"
"22-Nov-2022","EQ","2,545.00","2,568.50","2,536.50","2,550.90","2,564.90","2,565.05","2,556.94","2,856.15","2,180.00","30,51,201","7,80,17,36,581.00","1,38,342"
"21-Nov-2022","EQ","2,588.00","2,588.00","2,543.10","2,597.65","2,548.00","2,550.90","2,556.28","2,856.15","2,180.00","29,49,108","7,53,87,48,417.35","1,31,742"
"18-Nov-2022","EQ","2,606.75","2,609.00","2,571.10","2,599.05","2,597.05","2,597.65","2,589.31","2,856.15","2,180.00","24,47,425","6,33,71,49,845.85","1,04,090"
"17-Nov-2022","EQ","2,584.95","2,613.00","2,580.00","2,592.35","2,598.95","2,599.05","2,599.58","2,856.15","2,180.00","30,74,259","7,99,17,93,077.85","1,15,328"
"16-Nov-2022","EQ","2,610.00","2,615.95","2,581.35","2,607.30","2,592.95","2,592.35","2,601.87","2,856.15","2,180.00","44,84,007","11,66,68,07,298.05","1,45,159"
"15-Nov-2022","EQ","2,622.30","2,626.40","2,590.00","2,619.05","2,607.20","2,607.30","2,603.39","2,856.15","2,180.00","32,70,388","8,51,41,00,480.75","1,57,977"
"14-Nov-2022","EQ","2,630.75","2,642.00","2,605.15","2,631.80","2,614.65","2,619.05","2,624.26","2,856.15","2,180.00","41,73,395","10,95,20,68,321.50","1,85,791"
"11-Nov-2022","EQ","2,600.00","2,636.00","2,588.00","2,572.50","2,630.00","2,631.80","2,614.60","2,856.15","2,180.00","56,81,124","14,85,38,80,989.55","2,16,539"
"10-Nov-2022","EQ","2,590.00","2,596.55","2,563.00","2,604.00","2,572.35","2,572.50","2,575.91","2,856.15","2,180.00","27,53,420","7,09,25,62,040.10","1,33,955"
"09-Nov-2022","EQ","2,610.30","2,621.95","2,590.05","2,606.60","2,593.70","2,604.00","2,610.46","2,856.15","2,180.00","51,93,814","13,55,82,51,214.20","1,66,982"
"07-Nov-2022","EQ","2,591.00","2,610.30","2,574.00","2,592.75","2,604.00","2,606.60","2,595.94","2,856.15","2,180.00","54,40,967","14,12,44,30,758.45","1,95,001"
"04-Nov-2022","EQ","2,553.90","2,600.00","2,551.10","2,555.15","2,594.20","2,592.75","2,582.57","2,856.15","2,180.00","58,03,737","14,98,85,68,897.45","1,72,676"
"03-Nov-2022","EQ","2,529.85","2,559.55","2,525.05","2,545.65","2,552.00","2,555.15","2,546.83","2,856.15","2,180.00","30,89,026","7,86,72,09,428.75","1,22,250"
"02-Nov-2022","EQ","2,532.30","2,550.20","2,515.00","2,529.85","2,542.55","2,545.65","2,535.59","2,856.15","2,180.00","41,45,144","10,51,03,78,542.40","2,02,520"
"01-Nov-2022","EQ","2,600.00","2,600.00","2,508.00","2,549.60","2,531.70","2,529.85","2,543.76","2,856.15","2,180.00","64,43,999","16,39,19,94,975.90","2,43,797"
"31-Oct-2022","EQ","2,541.00","2,560.95","2,532.20","2,526.15","2,545.80","2,549.60","2,548.29","2,856.15","2,180.00","57,31,802","14,60,63,11,320.10","2,07,585"
"28-Oct-2022","EQ","2,465.00","2,535.00","2,459.45","2,451.15","2,527.00","2,526.15","2,508.14","2,856.15","2,180.00","81,26,824","20,38,32,47,305.20","3,13,227"
"27-Oct-2022","EQ","2,458.00","2,468.45","2,432.80","2,441.55","2,459.20","2,451.15","2,448.82","2,856.15","2,180.00","57,74,775","14,14,13,65,856.20","1,97,403"
"25-Oct-2022","EQ","2,499.00","2,499.00","2,438.00","2,479.85","2,441.80","2,441.55","2,465.38","2,856.15","2,180.00","56,45,639","13,91,86,29,427.80","1,99,350"
"24-Oct-2022","EQ","2,460.00","2,502.50","2,455.30","2,471.60","2,480.80","2,479.85","2,481.80","2,856.15","2,180.00","15,55,270","3,85,98,66,818.15","68,811"
"21-Oct-2022","EQ","2,507.70","2,516.80","2,467.00","2,500.60","2,470.00","2,471.60","2,491.53","2,856.15","2,180.00","38,04,352","9,47,86,48,257.95","1,64,406"
"20-Oct-2022","EQ","2,485.00","2,519.00","2,485.00","2,493.90","2,496.05","2,500.60","2,502.71","2,856.15","2,180.00","40,22,919","10,06,81,97,552.85","1,52,697"
"19-Oct-2022","EQ","2,454.50","2,527.85","2,441.70","2,451.25","2,496.00","2,493.90","2,499.51","2,856.15","2,180.00","88,82,553","22,20,20,63,579.30","2,60,623"
"18-Oct-2022","EQ","2,422.00","2,463.00","2,420.15","2,408.75","2,453.35","2,451.25","2,450.34","2,856.15","2,180.00","57,29,899","14,04,02,01,497.40","1,93,197"
"17-Oct-2022","EQ","2,355.00","2,414.00","2,343.60","2,370.70","2,406.60","2,408.75","2,376.10","2,856.15","2,180.00","77,20,595","18,34,49,14,890.00","1,85,379"
"14-Oct-2022","EQ","2,415.00","2,416.35","2,369.10","2,382.80","2,371.75","2,370.70","2,392.60","2,856.15","2,180.00","42,02,459","10,05,48,22,904.25","1,78,804"
"13-Oct-2022","EQ","2,371.40","2,394.00","2,360.10","2,375.25","2,381.00","2,382.80","2,379.51","2,856.15","2,180.00","33,82,098","8,04,77,37,069.20","1,63,282"
"12-Oct-2022","EQ","2,352.00","2,381.70","2,343.10","2,357.90","2,377.00","2,375.25","2,368.06","2,856.15","2,180.00","34,22,992","8,10,58,61,297.40","1,58,484"
"11-Oct-2022","EQ","2,414.00","2,414.00","2,351.10","2,405.80","2,353.55","2,357.90","2,377.84","2,856.15","2,180.00","42,52,803","10,11,24,92,555.10","1,97,213"
"10-Oct-2022","EQ","2,405.00","2,417.60","2,388.00","2,432.35","2,407.00","2,405.80","2,403.20","2,856.15","2,180.00","29,21,076","7,01,99,27,774.65","1,36,725"
"07-Oct-2022","EQ","2,414.65","2,443.90","2,414.65","2,422.10","2,431.95","2,432.35","2,431.89","2,856.15","2,180.00","35,60,167","8,65,79,40,132.20","1,19,485"
"06-Oct-2022","EQ","2,429.00","2,450.00","2,418.15","2,413.20","2,422.50","2,422.10","2,433.70","2,856.15","2,180.00","61,62,021","14,99,64,87,081.50","2,12,103"
"04-Oct-2022","EQ","2,397.80","2,418.00","2,390.15","2,369.50","2,412.90","2,413.20","2,406.73","2,856.15","2,180.00","41,29,893","9,93,95,56,462.20","1,52,496"
"03-Oct-2022","EQ","2,391.50","2,416.95","2,363.00","2,377.75","2,367.05","2,369.50","2,382.06","2,856.15","2,180.00","54,70,030","13,02,99,23,334.80","2,30,794"
"30-Sep-2022","EQ","2,311.00","2,402.00","2,311.00","2,325.30","2,376.15","2,377.75","2,371.60","2,856.15","2,180.00","85,89,908","20,37,18,10,194.00","2,64,760"
"29-Sep-2022","EQ","2,360.00","2,367.50","2,313.00","2,332.45","2,328.00","2,325.30","2,334.53","2,856.15","2,180.00","67,71,046","15,80,72,34,115.85","2,88,225"
"28-Sep-2022","EQ","2,360.35","2,378.00","2,327.10","2,396.25","2,330.50","2,332.45","2,353.58","2,856.15","2,180.00","78,44,140","18,46,17,91,856.30","3,87,724"
"27-Sep-2022","EQ","2,394.00","2,426.00","2,360.10","2,377.35","2,394.00","2,396.25","2,390.70","2,856.15","2,180.00","74,55,448","17,82,37,38,488.00","2,95,538"
"26-Sep-2022","EQ","2,394.05","2,417.80","2,375.15","2,439.50","2,378.15","2,377.35","2,392.03","2,856.15","2,180.00","57,59,298","13,77,64,01,753.70","3,34,638"
"23-Sep-2022","EQ","2,485.00","2,495.95","2,436.10","2,486.10","2,438.80","2,439.50","2,455.68","2,856.15","2,180.00","43,97,194","10,79,81,21,356.15","2,46,646"
"22-Sep-2022","EQ","2,486.00","2,503.00","2,472.10","2,509.75","2,487.95","2,486.10","2,488.77","2,856.15","2,180.00","47,57,219","11,83,96,11,958.30","2,07,678"
"21-Sep-2022","EQ","2,496.75","2,533.00","2,495.00","2,502.85","2,507.70","2,509.75","2,515.30","2,856.15","2,180.00","42,49,172","10,68,79,28,437.35","1,46,056"
"20-Sep-2022","EQ","2,522.45","2,537.70","2,494.70","2,502.45","2,497.85","2,502.85","2,518.24","2,856.15","2,180.00","38,81,882","9,77,54,96,109.20","1,78,557"
"19-Sep-2022","EQ","2,499.20","2,522.70","2,481.35","2,499.20","2,502.40","2,502.45","2,506.17","2,856.15","2,180.00","34,98,286","8,76,73,14,647.00","1,37,901"
"16-Sep-2022","EQ","2,543.75","2,553.00","2,491.00","2,562.70","2,498.00","2,499.20","2,509.51","2,856.15","2,180.00","93,30,469","23,41,48,92,723.80","3,11,718"
"15-Sep-2022","EQ","2,583.00","2,603.55","2,556.75","2,588.35","2,563.00","2,562.70","2,573.85","2,856.15","2,180.00","47,83,723","12,31,26,02,615.90","1,81,399"
"14-Sep-2022","EQ","2,575.00","2,610.00","2,572.75","2,619.75","2,589.15","2,588.35","2,595.02","2,856.15","2,180.00","40,04,997","10,39,30,65,929.10","1,56,954"
"13-Sep-2022","EQ","2,618.00","2,629.70","2,601.00","2,598.05","2,619.00","2,619.75","2,617.12","2,856.15","2,180.00","41,02,114","10,73,57,22,213.80","1,55,135"
"12-Sep-2022","EQ","2,570.55","2,612.00","2,570.55","2,569.30","2,597.60","2,598.05","2,596.44","2,856.15","2,180.00","34,31,445","8,90,95,27,157.50","1,23,802"
"09-Sep-2022","EQ","2,610.00","2,610.00","2,564.00","2,585.40","2,568.90","2,569.30","2,577.69","2,856.15","2,180.00","38,37,302","9,89,13,79,842.80","1,85,947"
"08-Sep-2022","EQ","2,588.25","2,598.00","2,571.00","2,581.75","2,583.05","2,585.40","2,583.54","2,856.15","2,180.00","32,56,840","8,41,41,88,239.00","1,16,529"
"07-Sep-2022","EQ","2,575.00","2,594.90","2,570.00","2,596.85","2,580.50","2,581.75","2,580.95","2,856.15","2,180.00","34,55,942","8,91,96,02,471.35","1,17,855"
"06-Sep-2022","EQ","2,573.00","2,606.00","2,572.00","2,569.80","2,594.00","2,596.85","2,592.68","2,856.15","2,180.00","50,30,172","13,04,16,46,173.55","1,74,426"
"05-Sep-2022","EQ","2,531.00","2,581.50","2,531.00","2,530.50","2,567.15","2,569.80","2,563.92","2,856.15","2,180.00","52,27,785","13,40,36,22,183.40","1,89,614"
"02-Sep-2022","EQ","2,560.40","2,575.35","2,525.70","2,560.40","2,527.95","2,530.50","2,546.24","2,856.15","2,180.00","59,99,196","15,27,53,78,547.55","2,66,158"
"01-Sep-2022","EQ","2,582.65","2,604.95","2,550.70","2,637.95","2,564.00","2,560.40","2,580.13","2,856.15","2,180.00","91,88,434","23,70,73,62,824.55","3,46,414"
"30-Aug-2022","EQ","2,614.00","2,645.25","2,576.60","2,597.65","2,642.00","2,637.95","2,614.74","2,856.15","2,180.00","1,06,78,670","27,92,19,81,356.70","2,85,656"
"29-Aug-2022","EQ","2,585.00","2,655.00","2,578.05","2,618.00","2,600.00","2,597.65","2,614.34","2,856.15","2,180.00","91,55,684","23,93,60,68,091.80","3,26,003"
